user_id,current_funnel_stage,next_funnel_stage,ad_type,purchase,sales,date,campaign_type,visit
5939,not aware,not aware,none,0,0,2025-05-17,control,3
5940,not aware,not aware,none,0,0,2025-05-02,control,3
5941,aware,aware,none,0,0,2025-05-31,control,3
5942,consider,consider,none,0,0,2025-06-05,control,3
5943,aware,aware,none,0,0,2025-05-13,control,3
5944,not aware,not aware,none,0,0,2025-05-08,control,3
5945,aware,aware,none,0,0,2025-05-02,control,3
5946,consider,consider,none,0,0,2025-05-26,control,3
5947,not aware,not aware,none,0,0,2025-05-19,control,3
5948,not aware,not aware,none,0,0,2025-05-22,control,3
5949,not aware,not aware,none,0,0,2025-05-27,control,3
5950,not aware,not aware,none,0,0,2025-05-07,control,3
5951,not aware,not aware,none,0,0,2025-05-11,control,3
5952,not aware,not aware,none,0,0,2025-05-24,control,3
5953,not aware,not aware,none,0,0,2025-05-12,control,3
5954,not aware,not aware,none,0,0,2025-05-15,control,3
5955,not aware,not aware,none,0,0,2025-05-26,control,3
5956,not aware,aware,none,0,0,2025-05-03,control,3
5957,not aware,not aware,none,0,0,2025-05-20,control,3
5958,not aware,not aware,none,0,0,2025-06-05,control,3
5959,not aware,aware,none,0,0,2025-05-16,control,3
5960,aware,aware,none,0,0,2025-05-30,control,3
5961,aware,aware,none,0,0,2025-05-13,control,3
5962,not aware,not aware,none,0,0,2025-05-21,control,3
5963,not aware,not aware,none,0,0,2025-05-05,control,3
5964,not aware,not aware,none,0,0,2025-05-05,control,3
5965,not aware,not aware,none,0,0,2025-05-21,control,3
5966,aware,aware,none,0,0,2025-05-09,control,3
5967,not aware,not aware,none,0,0,2025-05-14,control,3
5968,not aware,not aware,none,0,0,2025-05-22,control,3
5969,aware,aware,none,0,0,2025-05-27,control,3
5970,not aware,aware,none,0,0,2025-05-14,control,3
5971,not aware,aware,none,0,0,2025-06-01,control,3
5972,aware,aware,none,0,0,2025-05-31,control,3
5973,aware,aware,none,0,0,2025-05-30,control,3
5974,not aware,not aware,none,0,0,2025-05-27,control,3
5975,not aware,not aware,none,0,0,2025-05-25,control,3
5976,consider,consider,none,0,0,2025-05-25,control,3
5977,aware,aware,none,0,0,2025-05-07,control,3
5978,aware,consider,none,0,0,2025-05-12,control,3
5979,consider,consider,none,0,0,2025-05-14,control,3
5980,not aware,not aware,none,0,0,2025-06-02,control,3
5981,aware,aware,none,0,0,2025-05-25,control,3
5982,consider,consider,none,0,0,2025-05-18,control,3
5983,not aware,aware,none,0,0,2025-05-30,control,3
5984,not aware,not aware,none,0,0,2025-06-03,control,3
5985,not aware,not aware,none,0,0,2025-05-12,control,3
5986,not aware,not aware,none,0,0,2025-05-13,control,3
5987,not aware,not aware,none,0,0,2025-05-11,control,3
5988,aware,aware,none,0,0,2025-05-10,control,3
5990,not aware,not aware,none,0,0,2025-05-29,control,3
5991,not aware,not aware,none,0,0,2025-05-20,control,3
5992,aware,aware,none,0,0,2025-05-13,control,3
5993,aware,aware,none,0,0,2025-05-10,control,3
5994,not aware,not aware,none,0,0,2025-05-17,control,3
5995,not aware,not aware,none,0,0,2025-05-15,control,3
5996,not aware,aware,none,0,0,2025-06-06,control,3
5997,not aware,not aware,none,0,0,2025-06-03,control,3
5998,not aware,not aware,none,0,0,2025-05-16,control,3
5999,not aware,not aware,none,0,0,2025-05-07,control,3
6000,not aware,not aware,none,0,0,2025-05-11,control,3
6001,not aware,not aware,none,0,0,2025-05-23,control,3
6002,aware,aware,none,0,0,2025-05-13,control,3
6003,aware,aware,none,0,0,2025-05-18,control,3
6004,not aware,not aware,none,0,0,2025-05-06,control,3
6005,not aware,not aware,none,0,0,2025-05-02,control,3
6006,not aware,not aware,none,0,0,2025-05-16,control,3
6007,not aware,not aware,none,0,0,2025-05-23,control,3
6008,not aware,not aware,none,0,0,2025-05-05,control,3
6009,aware,aware,none,0,0,2025-05-12,control,3
6010,not aware,not aware,none,0,0,2025-05-18,control,3
6011,not aware,not aware,none,0,0,2025-05-22,control,3
6013,not aware,not aware,none,0,0,2025-05-06,control,3
6014,not aware,not aware,none,0,0,2025-05-12,control,3
6015,consider,consider,none,0,0,2025-05-15,control,3
6016,aware,aware,none,0,0,2025-05-15,control,3
6017,aware,aware,none,0,0,2025-05-16,control,3
6018,not aware,not aware,none,0,0,2025-06-02,control,3
6019,not aware,not aware,none,0,0,2025-05-11,control,3
6020,consider,consider,none,0,0,2025-05-20,control,3
6021,not aware,not aware,none,0,0,2025-06-01,control,3
6022,not aware,aware,none,0,0,2025-05-05,control,3
6023,not aware,not aware,none,0,0,2025-06-01,control,3
6024,not aware,not aware,none,0,0,2025-05-23,control,3
6025,aware,aware,none,0,0,2025-04-30,control,3
6026,aware,aware,none,0,0,2025-05-10,control,3
6027,aware,aware,none,0,0,2025-05-24,control,3
6028,consider,consider,none,0,0,2025-05-07,control,3
6029,aware,aware,none,0,0,2025-05-20,control,3
6030,not aware,not aware,none,0,0,2025-06-11,control,3
6031,not aware,not aware,none,0,0,2025-05-17,control,3
6032,not aware,not aware,none,0,0,2025-05-09,control,3
6033,not aware,not aware,none,0,0,2025-05-14,control,3
6034,aware,aware,none,0,0,2025-05-18,control,3
6035,not aware,not aware,none,0,0,2025-05-26,control,3
6036,aware,aware,none,0,0,2025-06-06,control,3
6037,aware,aware,none,0,0,2025-05-13,control,3
6038,aware,aware,none,0,0,2025-06-04,control,3
6039,not aware,not aware,none,0,0,2025-05-11,control,3
6040,not aware,not aware,none,0,0,2025-06-10,control,3
6041,not aware,not aware,none,0,0,2025-05-29,control,3
6042,aware,aware,none,0,0,2025-05-17,control,3
6043,not aware,not aware,none,0,0,2025-05-20,control,3
6044,not aware,not aware,none,0,0,2025-05-19,control,3
6045,not aware,aware,none,0,0,2025-05-07,control,3
6046,not aware,not aware,none,0,0,2025-05-16,control,3
6047,not aware,not aware,none,0,0,2025-05-12,control,3
6048,not aware,not aware,none,0,0,2025-05-13,control,3
6049,not aware,not aware,none,0,0,2025-05-28,control,3
6050,aware,aware,none,0,0,2025-05-02,control,3
6051,not aware,not aware,none,0,0,2025-05-20,control,3
6052,not aware,not aware,none,0,0,2025-05-30,control,3
6053,aware,aware,none,0,0,2025-05-29,control,3
6054,not aware,not aware,none,0,0,2025-05-08,control,3
6055,not aware,not aware,none,0,0,2025-05-23,control,3
6056,not aware,not aware,none,0,0,2025-05-28,control,3
6057,not aware,not aware,none,0,0,2025-05-09,control,3
6058,consider,consider,none,0,0,2025-05-31,control,3
6059,consider,consider,none,0,0,2025-06-04,control,3
6060,consider,consider,none,0,0,2025-05-14,control,3
6061,aware,aware,none,0,0,2025-05-29,control,3
6062,not aware,not aware,none,0,0,2025-05-16,control,3
6063,not aware,not aware,none,0,0,2025-05-04,control,3
6064,not aware,not aware,none,0,0,2025-05-12,control,3
6065,consider,consider,none,0,0,2025-05-13,control,3
6066,aware,aware,none,0,0,2025-05-11,control,3
6067,not aware,aware,none,0,0,2025-05-25,control,3
6068,consider,consider,none,0,0,2025-05-28,control,3
6069,not aware,not aware,none,0,0,2025-05-05,control,3
6070,not aware,not aware,none,0,0,2025-05-28,control,3
6071,not aware,not aware,none,0,0,2025-06-01,control,3
6072,not aware,not aware,none,0,0,2025-05-25,control,3
6073,aware,consider,none,0,0,2025-05-24,control,3
6074,not aware,not aware,none,0,0,2025-06-02,control,3
6075,aware,aware,none,0,0,2025-05-25,control,3
6076,not aware,not aware,none,0,0,2025-06-04,control,3
6077,aware,aware,none,0,0,2025-05-16,control,3
6078,not aware,not aware,none,0,0,2025-05-20,control,3
6079,not aware,not aware,none,0,0,2025-05-30,control,3
6080,not aware,not aware,none,0,0,2025-05-31,control,3
6081,consider,purchase,none,1,100,2025-05-12,control,3
6082,not aware,not aware,none,0,0,2025-06-03,control,3
6083,aware,aware,none,0,0,2025-05-29,control,3
6084,not aware,not aware,none,0,0,2025-05-06,control,3
6085,not aware,not aware,none,0,0,2025-06-04,control,3
6086,not aware,not aware,none,0,0,2025-05-06,control,3
6087,not aware,not aware,none,0,0,2025-06-03,control,3
6088,aware,aware,none,0,0,2025-05-12,control,3
6089,aware,aware,none,0,0,2025-05-31,control,3
6090,consider,purchase,none,1,100,2025-05-05,control,3
6091,aware,aware,none,0,0,2025-05-02,control,3
6092,aware,aware,none,0,0,2025-05-07,control,3
6093,aware,aware,none,0,0,2025-05-28,control,3
6094,not aware,not aware,none,0,0,2025-05-02,control,3
6095,not aware,not aware,none,0,0,2025-05-17,control,3
6096,not aware,not aware,none,0,0,2025-05-14,control,3
6097,not aware,not aware,none,0,0,2025-05-10,control,3
6098,not aware,not aware,none,0,0,2025-05-30,control,3
6099,not aware,not aware,none,0,0,2025-06-01,control,3
6100,not aware,not aware,none,0,0,2025-05-09,control,3
6101,not aware,not aware,none,0,0,2025-05-13,control,3
6103,not aware,not aware,none,0,0,2025-05-07,control,3
6104,not aware,not aware,none,0,0,2025-05-16,control,3
6105,not aware,not aware,none,0,0,2025-05-14,control,3
6106,not aware,not aware,none,0,0,2025-05-12,control,3
6107,aware,aware,none,0,0,2025-05-27,control,3
6108,not aware,not aware,none,0,0,2025-05-26,control,3
6109,not aware,not aware,none,0,0,2025-05-20,control,3
6110,not aware,not aware,none,0,0,2025-06-03,control,3
6111,not aware,not aware,none,0,0,2025-05-22,control,3
6112,consider,consider,none,0,0,2025-05-09,control,3
6113,not aware,not aware,none,0,0,2025-05-30,control,3
6114,not aware,not aware,none,0,0,2025-05-27,control,3
6115,not aware,not aware,none,0,0,2025-05-17,control,3
6116,not aware,not aware,none,0,0,2025-05-24,control,3
6117,aware,aware,none,0,0,2025-05-22,control,3
6118,not aware,not aware,none,0,0,2025-05-23,control,3
6119,aware,aware,none,0,0,2025-05-12,control,3
6120,not aware,not aware,none,0,0,2025-05-24,control,3
6121,consider,consider,none,0,0,2025-05-04,control,3
6122,not aware,not aware,none,0,0,2025-05-07,control,3
6123,not aware,not aware,none,0,0,2025-06-01,control,3
6124,consider,consider,none,0,0,2025-05-27,control,3
6125,aware,aware,none,0,0,2025-05-15,control,3
6126,not aware,not aware,none,0,0,2025-05-16,control,3
6127,not aware,not aware,none,0,0,2025-06-02,control,3
6128,not aware,not aware,none,0,0,2025-05-12,control,3
6129,not aware,not aware,none,0,0,2025-05-18,control,3
6130,not aware,not aware,none,0,0,2025-05-30,control,3
6131,not aware,not aware,none,0,0,2025-06-08,control,3
6132,not aware,not aware,none,0,0,2025-05-16,control,3
6133,aware,consider,none,0,0,2025-05-28,control,3
6134,not aware,aware,none,0,0,2025-05-13,control,3
6135,aware,aware,none,0,0,2025-06-06,control,3
6136,not aware,not aware,none,0,0,2025-05-17,control,3
6137,not aware,aware,none,0,0,2025-05-14,control,3
6138,not aware,not aware,none,0,0,2025-05-31,control,3
6139,consider,consider,none,0,0,2025-05-20,control,3
6140,not aware,not aware,none,0,0,2025-06-02,control,3
6141,not aware,not aware,none,0,0,2025-05-28,control,3
6142,aware,consider,none,0,0,2025-05-16,control,3
6143,not aware,not aware,none,0,0,2025-05-13,control,3
6144,not aware,aware,none,0,0,2025-05-18,control,3
6145,not aware,not aware,none,0,0,2025-05-18,control,3
6146,aware,aware,none,0,0,2025-05-29,control,3
6147,not aware,aware,none,0,0,2025-05-13,control,3
6148,aware,aware,none,0,0,2025-05-11,control,3
6149,aware,aware,none,0,0,2025-05-15,control,3
6150,not aware,not aware,none,0,0,2025-05-11,control,3
6151,not aware,not aware,none,0,0,2025-05-29,control,3
6152,not aware,not aware,none,0,0,2025-05-18,control,3
6153,not aware,not aware,none,0,0,2025-06-03,control,3
6154,aware,aware,none,0,0,2025-05-11,control,3
6155,not aware,not aware,none,0,0,2025-05-03,control,3
6156,not aware,not aware,none,0,0,2025-05-23,control,3
6157,not aware,not aware,none,0,0,2025-05-27,control,3
6158,aware,consider,none,0,0,2025-05-12,control,3
6159,not aware,not aware,none,0,0,2025-05-22,control,3
6160,not aware,not aware,none,0,0,2025-05-08,control,3
6161,not aware,not aware,none,0,0,2025-06-03,control,3
6163,aware,aware,none,0,0,2025-05-25,control,3
6164,not aware,not aware,none,0,0,2025-05-27,control,3
6165,not aware,not aware,none,0,0,2025-05-15,control,3
6166,not aware,not aware,none,0,0,2025-05-17,control,3
6167,not aware,not aware,none,0,0,2025-05-30,control,3
6168,aware,aware,none,0,0,2025-06-04,control,3
6169,not aware,aware,none,0,0,2025-05-12,control,3
6170,consider,consider,none,0,0,2025-05-15,control,3
6171,not aware,not aware,none,0,0,2025-05-24,control,3
6172,not aware,not aware,none,0,0,2025-05-17,control,3
6173,aware,aware,none,0,0,2025-05-09,control,3
6174,aware,aware,none,0,0,2025-05-13,control,3
6175,aware,aware,none,0,0,2025-06-04,control,3
6176,not aware,not aware,none,0,0,2025-05-26,control,3
6177,not aware,not aware,none,0,0,2025-04-30,control,3
6178,not aware,not aware,none,0,0,2025-05-10,control,3
6180,not aware,not aware,none,0,0,2025-05-05,control,3
6181,not aware,not aware,none,0,0,2025-05-04,control,3
6182,aware,consider,none,0,0,2025-06-05,control,3
6183,not aware,not aware,none,0,0,2025-05-10,control,3
6185,not aware,not aware,none,0,0,2025-05-23,control,3
6186,not aware,aware,none,0,0,2025-05-28,control,3
6187,aware,aware,none,0,0,2025-05-16,control,3
6188,aware,aware,none,0,0,2025-05-29,control,3
6189,not aware,not aware,none,0,0,2025-05-06,control,3
6190,not aware,not aware,none,0,0,2025-06-02,control,3
6191,aware,aware,none,0,0,2025-05-25,control,3
6192,not aware,not aware,none,0,0,2025-05-28,control,3
6193,not aware,not aware,none,0,0,2025-05-27,control,3
6194,not aware,not aware,none,0,0,2025-05-24,control,3
6195,not aware,aware,none,0,0,2025-05-07,control,3
6196,not aware,aware,none,0,0,2025-05-27,control,3
6197,aware,aware,none,0,0,2025-05-22,control,3
6198,not aware,aware,none,0,0,2025-05-06,control,3
6199,not aware,not aware,none,0,0,2025-05-13,control,3
6200,not aware,not aware,none,0,0,2025-06-01,control,3
6201,not aware,not aware,none,0,0,2025-06-03,control,3
6202,not aware,not aware,none,0,0,2025-05-19,control,3
6203,not aware,aware,none,0,0,2025-05-25,control,3
6204,not aware,not aware,none,0,0,2025-05-11,control,3
6205,consider,consider,none,0,0,2025-05-28,control,3
6206,aware,aware,none,0,0,2025-05-12,control,3
6207,aware,aware,none,0,0,2025-05-03,control,3
6208,not aware,not aware,none,0,0,2025-05-31,control,3
6209,aware,aware,none,0,0,2025-05-22,control,3
6210,not aware,not aware,none,0,0,2025-05-22,control,3
6211,not aware,not aware,none,0,0,2025-05-24,control,3
6212,not aware,not aware,none,0,0,2025-05-21,control,3
6213,not aware,not aware,none,0,0,2025-05-25,control,3
6215,not aware,not aware,none,0,0,2025-05-23,control,3
6216,not aware,not aware,none,0,0,2025-05-25,control,3
6217,consider,consider,none,0,0,2025-05-18,control,3
6219,not aware,not aware,none,0,0,2025-05-31,control,3
6220,not aware,aware,none,0,0,2025-05-15,control,3
6221,aware,aware,none,0,0,2025-05-14,control,3
6222,not aware,not aware,none,0,0,2025-05-09,control,3
6223,consider,consider,none,0,0,2025-05-12,control,3
6224,not aware,not aware,none,0,0,2025-05-18,control,3
6225,not aware,not aware,none,0,0,2025-05-26,control,3
6226,consider,consider,none,0,0,2025-05-29,control,3
6227,not aware,not aware,none,0,0,2025-05-24,control,3
6228,not aware,not aware,none,0,0,2025-05-25,control,3
6229,not aware,not aware,none,0,0,2025-05-25,control,3
6230,not aware,not aware,none,0,0,2025-05-23,control,3
6231,not aware,not aware,none,0,0,2025-05-07,control,3
6233,not aware,not aware,none,0,0,2025-05-28,control,3
6234,not aware,not aware,none,0,0,2025-05-14,control,3
6235,not aware,not aware,none,0,0,2025-05-20,control,3
6236,aware,aware,none,0,0,2025-05-25,control,3
6237,aware,consider,none,0,0,2025-05-10,control,3
6238,aware,aware,none,0,0,2025-06-04,control,3
6239,not aware,aware,none,0,0,2025-05-18,control,3
6240,consider,consider,none,0,0,2025-05-27,control,3
6241,not aware,not aware,none,0,0,2025-05-22,control,3
6242,not aware,not aware,none,0,0,2025-06-07,control,3
6243,not aware,not aware,none,0,0,2025-05-20,control,3
6244,aware,aware,none,0,0,2025-06-03,control,3
6245,not aware,not aware,none,0,0,2025-05-10,control,3
6246,aware,aware,none,0,0,2025-05-02,control,3
6247,not aware,not aware,none,0,0,2025-04-27,control,3
6248,not aware,not aware,none,0,0,2025-05-24,control,3
6249,aware,aware,none,0,0,2025-05-24,control,3
6250,aware,consider,none,0,0,2025-06-03,control,3
6251,aware,consider,none,0,0,2025-05-23,control,3
6252,aware,aware,none,0,0,2025-05-23,control,3
6253,not aware,not aware,none,0,0,2025-06-09,control,3
6254,not aware,not aware,none,0,0,2025-05-27,control,3
6255,aware,aware,none,0,0,2025-05-16,control,3
6256,not aware,not aware,none,0,0,2025-05-25,control,3
6257,not aware,not aware,none,0,0,2025-05-16,control,3
6258,aware,aware,none,0,0,2025-06-03,control,3
6259,not aware,not aware,none,0,0,2025-05-10,control,3
6260,not aware,not aware,none,0,0,2025-06-05,control,3
6261,not aware,not aware,none,0,0,2025-05-26,control,3
6262,not aware,not aware,none,0,0,2025-06-05,control,3
6263,not aware,not aware,none,0,0,2025-05-02,control,3
6264,not aware,not aware,none,0,0,2025-05-15,control,3
6265,aware,aware,none,0,0,2025-06-02,control,3
6266,aware,aware,none,0,0,2025-05-15,control,3
6267,aware,aware,none,0,0,2025-05-30,control,3
6268,aware,aware,none,0,0,2025-05-15,control,3
6269,not aware,not aware,none,0,0,2025-05-31,control,3
6270,aware,aware,none,0,0,2025-05-29,control,3
6271,aware,aware,none,0,0,2025-05-16,control,3
6272,not aware,not aware,none,0,0,2025-05-31,control,3
6273,not aware,not aware,none,0,0,2025-05-17,control,3
6274,not aware,aware,none,0,0,2025-05-06,control,3
6275,aware,aware,none,0,0,2025-05-25,control,3
6276,not aware,not aware,none,0,0,2025-06-06,control,3
6277,not aware,not aware,none,0,0,2025-05-17,control,3
6278,not aware,not aware,none,0,0,2025-05-11,control,3
6279,not aware,not aware,none,0,0,2025-06-01,control,3
6280,not aware,not aware,none,0,0,2025-05-25,control,3
6281,not aware,not aware,none,0,0,2025-05-28,control,3
6282,not aware,not aware,none,0,0,2025-05-27,control,3
6283,not aware,not aware,none,0,0,2025-06-08,control,3
6284,not aware,not aware,none,0,0,2025-05-25,control,3
6285,not aware,not aware,none,0,0,2025-05-20,control,3
6286,aware,aware,none,0,0,2025-05-23,control,3
6287,not aware,not aware,none,0,0,2025-05-30,control,3
6288,not aware,not aware,none,0,0,2025-05-24,control,3
6289,not aware,not aware,none,0,0,2025-05-29,control,3
6290,not aware,not aware,none,0,0,2025-05-20,control,3
6291,consider,consider,none,0,0,2025-06-08,control,3
6292,consider,consider,none,0,0,2025-05-18,control,3
6293,not aware,not aware,none,0,0,2025-05-16,control,3
6294,not aware,not aware,none,0,0,2025-05-23,control,3
6295,not aware,not aware,none,0,0,2025-05-17,control,3
6296,consider,consider,none,0,0,2025-05-30,control,3
6297,consider,consider,none,0,0,2025-05-12,control,3
6298,not aware,not aware,none,0,0,2025-06-02,control,3
6299,not aware,not aware,none,0,0,2025-05-23,control,3
6300,aware,aware,none,0,0,2025-05-14,control,3
6301,not aware,not aware,none,0,0,2025-05-19,control,3
6302,aware,aware,none,0,0,2025-05-03,control,3
6303,not aware,aware,none,0,0,2025-06-03,control,3
6304,aware,aware,none,0,0,2025-05-22,control,3
6305,not aware,aware,none,0,0,2025-05-26,control,3
6306,not aware,not aware,none,0,0,2025-05-16,control,3
6307,not aware,not aware,none,0,0,2025-05-28,control,3
6308,consider,consider,none,0,0,2025-05-12,control,3
6309,not aware,not aware,none,0,0,2025-06-02,control,3
6310,not aware,not aware,none,0,0,2025-05-31,control,3
6311,not aware,not aware,none,0,0,2025-05-16,control,3
6312,not aware,not aware,none,0,0,2025-05-07,control,3
6313,not aware,not aware,none,0,0,2025-05-14,control,3
6314,not aware,not aware,none,0,0,2025-05-16,control,3
6315,aware,aware,none,0,0,2025-05-30,control,3
6316,not aware,not aware,none,0,0,2025-05-14,control,3
6317,aware,aware,none,0,0,2025-05-14,control,3
6318,not aware,aware,none,0,0,2025-05-22,control,3
6319,not aware,not aware,none,0,0,2025-05-11,control,3
6320,not aware,not aware,none,0,0,2025-05-10,control,3
6321,not aware,not aware,none,0,0,2025-05-17,control,3
6322,not aware,not aware,none,0,0,2025-05-08,control,3
6323,not aware,not aware,none,0,0,2025-05-18,control,3
6324,not aware,not aware,none,0,0,2025-05-19,control,3
6325,aware,consider,none,0,0,2025-05-10,control,3
6326,consider,consider,none,0,0,2025-05-26,control,3
6327,aware,aware,none,0,0,2025-05-16,control,3
6328,not aware,not aware,none,0,0,2025-06-05,control,3
6329,consider,purchase,none,1,100,2025-05-08,control,3
6330,not aware,not aware,none,0,0,2025-05-16,control,3
6331,not aware,not aware,none,0,0,2025-05-24,control,3
6332,not aware,not aware,none,0,0,2025-05-06,control,3
6333,not aware,not aware,none,0,0,2025-05-12,control,3
6334,consider,consider,none,0,0,2025-05-06,control,3
6336,not aware,not aware,none,0,0,2025-06-04,control,3
6337,not aware,not aware,none,0,0,2025-05-25,control,3
6338,consider,consider,none,0,0,2025-05-14,control,3
6339,not aware,not aware,none,0,0,2025-06-01,control,3
6340,not aware,not aware,none,0,0,2025-05-09,control,3
6341,aware,aware,none,0,0,2025-05-15,control,3
6342,not aware,not aware,none,0,0,2025-05-15,control,3
6343,not aware,not aware,none,0,0,2025-05-17,control,3
6344,aware,aware,none,0,0,2025-05-22,control,3
6345,not aware,not aware,none,0,0,2025-05-19,control,3
6346,not aware,not aware,none,0,0,2025-05-25,control,3
6347,not aware,not aware,none,0,0,2025-05-03,control,3
6348,aware,aware,none,0,0,2025-06-02,control,3
6349,aware,aware,none,0,0,2025-05-11,control,3
6350,not aware,not aware,none,0,0,2025-05-15,control,3
6351,not aware,not aware,none,0,0,2025-06-09,control,3
6352,aware,aware,none,0,0,2025-05-21,control,3
6353,aware,aware,none,0,0,2025-05-12,control,3
6354,aware,aware,none,0,0,2025-05-30,control,3
6355,not aware,aware,none,0,0,2025-05-10,control,3
6356,aware,aware,none,0,0,2025-05-25,control,3
6357,aware,aware,none,0,0,2025-05-18,control,3
6358,not aware,not aware,none,0,0,2025-05-08,control,3
6359,not aware,not aware,none,0,0,2025-05-05,control,3
6360,aware,aware,none,0,0,2025-05-30,control,3
6361,not aware,not aware,none,0,0,2025-06-03,control,3
6362,not aware,not aware,none,0,0,2025-05-10,control,3
6363,aware,aware,none,0,0,2025-05-16,control,3
6364,aware,aware,none,0,0,2025-06-01,control,3
6365,consider,consider,none,0,0,2025-05-27,control,3
6366,not aware,not aware,none,0,0,2025-06-03,control,3
6367,not aware,not aware,none,0,0,2025-05-12,control,3
6368,not aware,not aware,none,0,0,2025-05-20,control,3
6369,not aware,not aware,none,0,0,2025-05-06,control,3
6370,not aware,not aware,none,0,0,2025-05-22,control,3
6371,not aware,not aware,none,0,0,2025-05-21,control,3
6372,consider,consider,none,0,0,2025-05-21,control,3
6373,not aware,not aware,none,0,0,2025-06-02,control,3
6374,not aware,not aware,none,0,0,2025-05-15,control,3
6375,consider,consider,none,0,0,2025-05-20,control,3
6376,not aware,not aware,none,0,0,2025-05-14,control,3
6377,not aware,not aware,none,0,0,2025-05-28,control,3
6378,not aware,not aware,none,0,0,2025-05-21,control,3
6379,not aware,aware,none,0,0,2025-05-20,control,3
6380,not aware,not aware,none,0,0,2025-05-20,control,3
6381,aware,aware,none,0,0,2025-06-02,control,3
6382,not aware,not aware,none,0,0,2025-05-04,control,3
6383,not aware,not aware,none,0,0,2025-05-19,control,3
6384,not aware,not aware,none,0,0,2025-05-18,control,3
6385,not aware,not aware,none,0,0,2025-05-15,control,3
6386,not aware,not aware,none,0,0,2025-05-27,control,3
6387,aware,aware,none,0,0,2025-05-30,control,3
6388,not aware,not aware,none,0,0,2025-06-04,control,3
6389,not aware,not aware,none,0,0,2025-05-18,control,3
6390,not aware,aware,none,0,0,2025-05-29,control,3
6392,not aware,not aware,none,0,0,2025-05-24,control,3
6393,not aware,aware,none,0,0,2025-05-07,control,3
6394,consider,consider,none,0,0,2025-05-19,control,3
6395,not aware,not aware,none,0,0,2025-05-29,control,3
6396,aware,aware,none,0,0,2025-05-20,control,3
6397,aware,aware,none,0,0,2025-05-22,control,3
6398,not aware,aware,none,0,0,2025-05-26,control,3
6399,aware,aware,none,0,0,2025-05-29,control,3
6401,aware,aware,none,0,0,2025-05-26,control,3
6402,aware,aware,none,0,0,2025-05-14,control,3
6403,aware,consider,none,0,0,2025-05-11,control,3
6404,aware,aware,none,0,0,2025-05-11,control,3
6405,not aware,not aware,none,0,0,2025-06-02,control,3
6406,not aware,not aware,none,0,0,2025-05-17,control,3
6407,not aware,not aware,none,0,0,2025-05-10,control,3
6408,not aware,not aware,none,0,0,2025-05-13,control,3
6409,not aware,aware,none,0,0,2025-05-06,control,3
6410,not aware,not aware,none,0,0,2025-05-09,control,3
6411,aware,aware,none,0,0,2025-05-29,control,3
6412,not aware,not aware,none,0,0,2025-05-25,control,3
6413,not aware,aware,none,0,0,2025-05-27,control,3
6414,aware,aware,none,0,0,2025-05-17,control,3
6415,aware,aware,none,0,0,2025-05-19,control,3
6416,consider,consider,none,0,0,2025-05-09,control,3
6417,aware,aware,none,0,0,2025-06-01,control,3
6418,not aware,not aware,none,0,0,2025-06-04,control,3
6419,not aware,not aware,none,0,0,2025-06-01,control,3
6420,not aware,not aware,none,0,0,2025-05-14,control,3
6421,not aware,not aware,none,0,0,2025-05-11,control,3
6422,not aware,not aware,none,0,0,2025-05-01,control,3
6423,aware,aware,none,0,0,2025-05-29,control,3
6424,not aware,not aware,none,0,0,2025-05-20,control,3
6425,consider,consider,none,0,0,2025-05-30,control,3
6426,not aware,not aware,none,0,0,2025-05-09,control,3
6427,not aware,not aware,none,0,0,2025-05-27,control,3
6428,not aware,aware,none,0,0,2025-05-20,control,3
6429,not aware,not aware,none,0,0,2025-06-02,control,3
6430,consider,consider,none,0,0,2025-05-21,control,3
6431,not aware,not aware,none,0,0,2025-05-10,control,3
6432,not aware,not aware,none,0,0,2025-06-01,control,3
6433,aware,aware,none,0,0,2025-05-28,control,3
6434,not aware,not aware,none,0,0,2025-05-23,control,3
6435,not aware,not aware,none,0,0,2025-05-27,control,3
6436,aware,aware,none,0,0,2025-05-20,control,3
6437,not aware,not aware,none,0,0,2025-05-08,control,3
6438,not aware,aware,none,0,0,2025-05-09,control,3
6439,not aware,not aware,none,0,0,2025-06-07,control,3
6440,aware,aware,none,0,0,2025-05-22,control,3
6441,not aware,not aware,none,0,0,2025-05-22,control,3
6442,consider,consider,none,0,0,2025-05-17,control,3
6443,not aware,not aware,none,0,0,2025-06-03,control,3
6444,not aware,not aware,none,0,0,2025-06-02,control,3
6445,not aware,not aware,none,0,0,2025-05-13,control,3
6446,consider,consider,none,0,0,2025-06-04,control,3
6447,not aware,not aware,none,0,0,2025-05-14,control,3
6448,not aware,not aware,none,0,0,2025-06-03,control,3
6449,not aware,not aware,none,0,0,2025-05-29,control,3
6450,consider,purchase,none,1,100,2025-06-10,control,3
6451,consider,consider,none,0,0,2025-05-24,control,3
6452,not aware,not aware,none,0,0,2025-05-30,control,3
6453,not aware,not aware,none,0,0,2025-05-21,control,3
6454,not aware,not aware,none,0,0,2025-05-24,control,3
6455,aware,aware,none,0,0,2025-05-22,control,3
6456,aware,aware,none,0,0,2025-05-23,control,3
6457,not aware,aware,none,0,0,2025-06-06,control,3
6458,not aware,not aware,none,0,0,2025-05-31,control,3
6459,consider,consider,none,0,0,2025-05-14,control,3
6460,not aware,not aware,none,0,0,2025-06-06,control,3
6461,not aware,not aware,none,0,0,2025-05-26,control,3
